,Load: Load Number,Load: Created Date,Actual Pickup Date,Origin Zip Code,Destination Zip Code,Origin State,Destination State,Mode,Linear Feet,Total Weight,Distance (Miles),Total HU,Revenue (Mixed) Currency,Revenue (Mixed),Carrier Cost (Mixed) Currency,Carrier Cost (Mixed),Target buy rate,GS Network buy rate
125,SHP5041599,6/24/2024,6/26/2024,11701,33016,New York,Florida,Partial Van (LTL Spot Market),15.0,20000.0,1333.08,4.0,USD,2400.0,USD,2150.0,2760.0,2571.0
126,SHP5041510,6/24/2024,7/8/2024,83301,33166,Idaho,Florida,Partial Van (LTL Spot Market),12.0,5000.0,1350.67,3.0,USD,2530.0,USD,2400.0,4784.0,4756.0
127,SHP5041494,6/24/2024,6/26/2024,18052,78045,Pennsylvania,Texas,Partial Van (LTL Spot Market),5.25,2313.0,1890.54,1.0,USD,1264.0,USD,1150.0,2406.0,2348.0
128,SHP5041492,6/24/2024,6/24/2024,82717,60106,Wyoming,Illinois,Partial Van (LTL Spot Market),12.0,8984.0,1033.8,5.0,USD,250.0,USD,150.0,1664.0,1565.0
129,SHP5040827,6/24/2024,6/25/2024,45786,33172,Ohio,Florida,Partial F/SD (LTL Spot Market),20.0,2435.0,1112.43,4.0,USD,1680.0,USD,1500.0,2871.0,2756.0
130,SHP5039228,6/24/2024,6/28/2024,63628,33018,Missouri,Florida,Partial Van (LTL Spot Market),20.75,12155.0,1225.64,2.0,USD,1769.0,USD,1650.0,3329.0,3229.0
131,SHP5037748,6/21/2024,6/24/2024,33178,15679,Florida,Pennsylvania,Partial Van (LTL Spot Market),4.0,11200.0,1158.49,2.0,USD,1725.0,USD,1500.0,2071.0,2094.0
132,SHP5037499,6/21/2024,7/17/2024,46202,33122,Indiana,Florida,Partial F/SD (LTL Spot Market),24.0,5192.0,1208.39,4.0,USD,2225.0,USD,1700.0,3104.0,3065.0
133,SHP5036561,6/21/2024,7/3/2024,48642,33182,Michigan,Florida,Partial Van (LTL Spot Market),12.0,19721.0,1465.84,11.0,USD,250.0,USD,100.0,3288.0,3397.0
134,SHP5035325,6/21/2024,6/21/2024,90221,68810,California,Nebraska,Partial F/SD (LTL Spot Market),4.02,8600.0,1415.14,3.0,USD,1900.0,USD,1600.0,3114.0,2951.0
135,SHP5033210,6/20/2024,6/28/2024,17201,33122,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),13.92,6209.0,1149.99,3.0,USD,150.0,USD,150.0,2572.0,2531.0
136,SHP5032705,6/20/2024,6/21/2024,76112,33122,Texas,Florida,Partial Van (LTL Spot Market),9.0,375.0,1347.43,5.0,USD,996.0,USD,900.0,2814.0,2736.0
137,SHP5032509,6/20/2024,6/21/2024,33166,11430,Florida,New York,Partial F/SD (LTL Spot Market),0.01,950.0,1317.62,1.0,USD,1480.0,USD,1300.0,3033.0,3239.0
138,SHP5031402,6/20/2024,6/24/2024,21076,33182,Maryland,Florida,Partial Van (LTL Spot Market),14.0,12320.0,1105.76,8.0,USD,1213.99,USD,1100.0,2149.0,2049.0
139,SHP5031355,6/20/2024,6/24/2024,33166,08527,Florida,New Jersey,Partial Van (LTL Spot Market),0.02,13700.0,1263.46,7.0,USD,1500.0,USD,1320.0,2000.0,1944.0
140,SHP5031039,6/20/2024,6/21/2024,87110,30071,New Mexico,Georgia,Partial Van (LTL Spot Market),24.0,13142.0,1408.78,11.0,USD,1875.0,USD,1750.0,2687.0,2698.0
141,SHP5029962,6/19/2024,6/20/2024,84401,33182,Utah,Florida,Partial Van (LTL Spot Market),20.0,13838.0,2550.6,9.0,USD,2519.51,USD,2150.0,4545.0,4424.0
142,SHP5027501,6/19/2024,6/21/2024,62002,33178,Illinois,Florida,Partial Van (LTL Spot Market),8.0,11708.0,1240.59,6.0,USD,1396.34,USD,1150.0,2934.0,2846.0
143,SHP5027291,6/19/2024,6/20/2024,32958,98032,Florida,Washington,Partial F/SD (LTL Spot Market),0.01,298.0,3196.0,1.0,USD,2550.0,USD,2200.0,5669.0,5748.0
144,SHP5026359,6/18/2024,6/20/2024,20772,78201,Maryland,Texas,Partial Van (LTL Spot Market),15.0,3295.0,1605.23,3.0,USD,1353.84,USD,1200.0,2269.0,2259.0
145,SHP5026189,6/18/2024,6/19/2024,52040,33182,Iowa,Florida,Partial Van (LTL Spot Market),11.0,3403.0,1564.08,2.0,USD,1369.62,USD,1350.0,3325.0,3249.0
146,SHP5025833,6/18/2024,6/19/2024,90502,33014,California,Florida,Partial Van (LTL Spot Market),8.0,1113.0,2735.25,3.0,USD,1380.0,USD,1200.0,5362.0,5783.0
147,SHP5024394,6/18/2024,6/20/2024,32958,74116,Florida,Oklahoma,Partial F/SD (LTL Spot Market),0.01,576.0,1241.78,2.0,USD,1050.0,USD,900.0,2397.0,2338.0
148,SHP5022985,6/18/2024,6/19/2024,08854,33182,New Jersey,Florida,Partial Van (LTL Spot Market),14.0,4100.0,1281.82,7.0,USD,1287.36,USD,1050.0,2238.0,2234.0
149,SHP5022922,6/18/2024,6/20/2024,18706,33178,Pennsylvania,Florida,Partial Van (LTL Spot Market),17.0,3180.0,1278.55,8.0,USD,1684.0,USD,1400.0,2122.0,2155.0
150,SHP5022892,6/18/2024,6/18/2024,94541,33182,California,Florida,Partial F/SD (LTL Spot Market),0.01,9921.0,3026.92,1.0,USD,2350.0,USD,2150.0,5452.0,5431.0
151,SHP5022394,6/17/2024,6/25/2024,92618,33182,California,Florida,Partial F/SD (LTL Spot Market),9.0,4331.0,2737.67,3.0,USD,1700.0,USD,1400.0,5694.0,5396.0
152,SHP5022369,6/17/2024,6/17/2024,60106,33147,Illinois,Florida,Partial F/SD (LTL Spot Market),14.02,8674.0,1400.36,3.0,USD,250.0,USD,150.0,2995.0,3044.0
153,SHP5021925,6/17/2024,6/26/2024,14591,33122,New York,Florida,Partial Van (LTL Spot Market),13.0,6520.0,1430.31,4.0,USD,1427.68,USD,1400.0,2923.0,2829.0
154,SHP5021274,6/17/2024,6/18/2024,90746,33610,California,Florida,Partial Van (LTL Spot Market),12.4,9908.0,2529.22,5.0,USD,1871.54,USD,2000.0,5340.0,5492.0
155,SHP5020122,6/17/2024,6/21/2024,12959,33178,New York,Florida,Partial Van (LTL Spot Market),13.0,7200.0,1612.17,6.0,USD,1394.68,USD,1390.0,2952.0,2933.0
156,SHP5019973,6/17/2024,6/20/2024,56001,32218,Minnesota,Florida,Partial F/SD (LTL Spot Market),13.0,4754.0,1443.93,2.0,USD,1645.0,USD,1500.0,2763.0,2751.0
157,SHP5019910,6/17/2024,6/18/2024,92101,33178,California,Florida,Partial Van (LTL Spot Market),25.0,5623.0,2659.54,9.0,USD,3433.58,USD,3150.0,5914.0,6066.0
158,SHP5019722,6/17/2024,6/19/2024,10924,33166,New York,Florida,Partial Van (LTL Spot Market),8.0,11390.0,1342.84,6.0,USD,1350.76,USD,1100.0,2202.0,2334.0
159,SHP5019644,6/17/2024,6/21/2024,16063,33166,Pennsylvania,Florida,Partial Van (LTL Spot Market),17.0,3404.0,1206.4,7.0,USD,1438.08,USD,1300.0,2592.0,2565.0
160,SHP5018210,6/14/2024,6/14/2024,46534,78045,Indiana,Texas,Partial Van (LTL Spot Market),8.0,9800.0,1413.52,14.0,USD,1681.55,USD,1300.0,2105.0,2020.0
161,SHP5017180,6/14/2024,6/18/2024,17050,33182,Pennsylvania,Florida,Partial Van (LTL Spot Market),20.0,3190.0,1193.58,10.0,USD,1501.0,USD,1450.0,2278.0,2308.0
162,SHP5017048,6/14/2024,6/19/2024,46545,33178,Indiana,Florida,Partial Van (LTL Spot Market),11.0,6416.0,1351.56,6.0,USD,1346.02,USD,1000.0,2797.0,2769.0
163,SHP5016910,6/14/2024,6/17/2024,14228,33147,New York,Florida,Partial Van (LTL Spot Market),12.0,7955.0,1399.48,5.0,USD,1363.67,USD,1250.0,2690.0,2720.0
164,SHP5016089,6/14/2024,6/19/2024,84401,33178,Utah,Florida,Partial Van (LTL Spot Market),20.0,19604.0,2537.15,9.0,USD,2867.91,USD,2400.0,4512.0,4394.0
165,SHP5014278,6/13/2024,6/17/2024,60106,33147,Illinois,Florida,Partial F/SD (LTL Spot Market),14.0,8674.0,1400.36,3.0,USD,250.0,USD,0.0,2959.0,3036.0
166,SHP5014108,6/13/2024,6/17/2024,28671,33178,North Carolina,Florida,Partial Van (LTL Spot Market),21.0,7900.0,788.08,13.0,USD,1089.0,USD,1030.0,2060.0,2043.0
167,SHP5014041,6/13/2024,6/18/2024,54143,33178,Wisconsin,Florida,Partial Van (LTL Spot Market),14.0,2770.0,1648.32,1.0,USD,1632.97,USD,1500.0,3526.0,3597.0
168,SHP5013705,6/13/2024,6/14/2024,11739,33178,New York,Florida,Partial Van (LTL Spot Market),24.0,3751.0,1352.97,6.0,USD,1380.0,USD,1200.0,2530.0,2404.0
169,SHP5013516,6/13/2024,6/19/2024,91702,33166,California,Florida,Partial Van (LTL Spot Market),13.0,2720.0,2722.28,4.0,USD,2014.66,USD,1900.0,5413.0,5386.0
170,SHP5012747,6/13/2024,6/17/2024,77066,33178,Texas,Florida,Partial F/SD (LTL Spot Market),26.0,558.0,1207.14,1.0,USD,2150.0,USD,1600.0,2914.0,2919.0
171,SHP5012729,6/13/2024,6/17/2024,24266,33178,Virginia,Florida,Partial Van (LTL Spot Market),25.0,4006.0,905.46,5.0,USD,2205.23,USD,2100.0,2339.0,2281.0
172,SHP5010944,6/12/2024,6/14/2024,33178,08527,Florida,New Jersey,Partial Van (LTL Spot Market),0.01,8000.0,1265.74,4.0,USD,842.3,USD,643.3,2025.0,1989.0
173,SHP5010155,6/12/2024,6/13/2024,17057,33172,Pennsylvania,Florida,Partial Van (LTL Spot Market),28.0,7185.0,1195.07,11.0,USD,1850.61,USD,1550.0,2321.0,2286.0
174,SHP5007817,6/12/2024,6/19/2024,84401,33178,Utah,Florida,Partial Van (LTL Spot Market),20.0,20712.0,2537.05,9.0,USD,2993.68,USD,2400.0,4462.0,4328.0
175,SHP5006673,6/11/2024,6/14/2024,24019,78045,Virginia,Texas,Partial Van (LTL Spot Market),15.0,14460.0,1525.37,19.0,USD,1938.79,USD,1600.0,2148.0,2008.0
176,SHP5006369,6/11/2024,6/12/2024,76063,32958,Texas,Florida,Partial F/SD (LTL Spot Market),0.01,1000.0,1195.35,1.0,USD,1700.0,USD,1100.0,2782.0,2700.0
177,SHP5006007,6/11/2024,6/14/2024,28677,33182,North Carolina,Florida,Partial Van (LTL Spot Market),27.0,6796.0,784.28,9.0,USD,1688.89,USD,1400.0,1920.0,1914.0
178,SHP5005792,6/11/2024,6/14/2024,42001,33182,Kentucky,Florida,Partial Van (LTL Spot Market),12.0,16500.0,1064.61,17.0,USD,1751.19,USD,1350.0,2880.0,2894.0
179,SHP5005788,6/11/2024,6/21/2024,56270,33147,Minnesota,Florida,Partial Van (LTL Spot Market),14.0,4135.0,1822.71,8.0,USD,1609.09,USD,1200.0,3674.0,3598.0
180,SHP5005002,6/11/2024,6/13/2024,43224,33178,Ohio,Florida,Partial Van (LTL Spot Market),16.0,2958.0,1162.63,8.0,USD,1488.94,USD,1000.0,2498.0,2472.0
181,SHP5004992,6/11/2024,6/13/2024,70563,33166,Louisiana,Florida,Partial F/SD (LTL Spot Market),13.0,4050.0,1000.43,2.0,USD,1590.0,USD,1100.0,2834.0,2833.0
182,SHP5004784,6/11/2024,6/17/2024,17847,33132,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),0.01,7500.0,1245.23,1.0,USD,2015.0,USD,1900.0,2832.0,2817.0
183,SHP5003989,6/11/2024,6/12/2024,33073,84056,Florida,Utah,Partial F/SD (LTL Spot Market),0.01,937.0,2497.83,1.0,USD,2150.0,USD,2000.0,5252.0,5022.0
184,SHP5003481,6/11/2024,6/14/2024,33172,81001,Florida,Colorado,Partial Van (LTL Spot Market),28.0,3313.0,2006.32,7.0,USD,1750.0,USD,1600.0,3088.0,3043.0
185,SHP5003048,6/11/2024,6/11/2024,43125,33172,Ohio,Florida,Partial Van (LTL Spot Market),16.0,20842.0,1166.03,8.0,USD,1950.0,USD,1700.0,2537.0,2489.0
186,SHP5002522,6/11/2024,6/12/2024,98550,33126,Washington,Florida,Partial Van (LTL Spot Market),20.67,249.0,3411.28,1.0,USD,3008.0,USD,2700.0,5574.0,5385.0
187,SHP5002299,6/11/2024,6/18/2024,54656,31405,Wisconsin,Georgia,Partial F/SD (LTL Spot Market),0.01,5200.0,1225.9,1.0,USD,1400.0,USD,1100.0,2564.0,2567.0
188,SHP5001984,6/10/2024,6/20/2024,44833,33182,Ohio,Florida,Partial F/SD (LTL Spot Market),14.0,5272.0,1233.32,2.0,USD,1700.0,USD,1250.0,3079.0,3064.0
189,SHP5001908,6/10/2024,6/14/2024,16412,33182,Pennsylvania,Florida,Partial Van (LTL Spot Market),13.0,3955.0,1279.98,7.0,USD,1498.0,USD,1490.0,2658.0,2716.0
190,SHP5000776,6/10/2024,6/12/2024,54220,33018,Wisconsin,Florida,Partial Van (LTL Spot Market),23.0,2403.0,1555.01,17.0,USD,250.0,USD,0.0,3201.0,3185.0
191,SHP5000391,6/10/2024,6/11/2024,60638,78045,Illinois,Texas,Partial F/SD (LTL Spot Market),0.01,7086.0,1352.94,0.0,USD,1422.0,USD,1350.0,3086.0,2944.0
192,SHP5000336,6/10/2024,6/11/2024,20772,75201,Maryland,Texas,Partial Van (LTL Spot Market),24.0,5530.0,1355.24,6.0,USD,1625.67,USD,1300.0,2058.0,2049.0
193,SHP4999778,6/10/2024,6/11/2024,11739,33178,New York,Florida,Partial Van (LTL Spot Market),12.04,3135.0,1352.97,7.0,USD,1380.0,USD,1200.0,2539.0,2389.0
194,SHP4998698,6/10/2024,6/20/2024,19020,33172,Pennsylvania,Florida,Partial Van (LTL Spot Market),15.33,2992.0,1225.41,7.0,USD,1061.29,USD,900.0,2327.0,2310.0
195,SHP4996629,6/7/2024,6/12/2024,84401,33178,Utah,Florida,Partial Van (LTL Spot Market),13.0,13783.0,2539.89,6.0,USD,2192.9,USD,2100.0,4507.0,4331.0
196,SHP4995459,6/7/2024,6/14/2024,76035,33126,Texas,Florida,Partial Van (LTL Spot Market),7.0,11463.0,1370.17,4.0,USD,1412.0,USD,1300.0,2895.0,2849.0
197,SHP4994678,6/6/2024,6/7/2024,20876,33122,Maryland,Florida,Partial Van (LTL Spot Market),13.0,3298.0,1083.73,11.0,USD,1151.0,USD,1050.0,2025.0,1957.0
198,SHP4994560,6/6/2024,6/7/2024,78681,33172,Texas,Florida,Partial Van (LTL Spot Market),19.75,15000.0,1364.49,3.0,USD,1700.0,USD,1500.0,2891.0,2922.0
199,SHP4994106,6/6/2024,6/10/2024,01453,33182,Massachusetts,Florida,Partial Van (LTL Spot Market),16.0,11954.0,1500.14,7.0,USD,1500.67,USD,1350.0,2480.0,2433.0
200,SHP4993555,6/6/2024,6/11/2024,16502,33122,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),8.0,12160.0,1307.6,1.0,USD,1540.0,USD,1891.5,3063.0,3008.0
201,SHP4993249,6/6/2024,6/7/2024,77071,11378,Texas,New York,Partial F/SD (LTL Spot Market),0.01,900.0,1669.77,1.0,USD,1900.0,USD,1700.0,3656.0,3679.0
202,SHP4993024,6/6/2024,6/7/2024,19053,33035,Pennsylvania,Florida,Partial Van (LTL Spot Market),0.01,4500.0,1253.98,5.0,USD,1370.0,USD,1200.0,2442.0,2259.0
203,SHP4992987,6/6/2024,6/6/2024,08817,90061,New Jersey,California,Partial Van (LTL Spot Market),0.01,17640.0,2780.12,8.0,USD,1475.0,USD,1200.0,3148.0,3195.0
204,SHP4992471,6/6/2024,6/14/2024,76140,33166,Texas,Florida,Partial F/SD (LTL Spot Market),9.0,2280.0,1343.33,1.0,USD,1480.0,USD,1200.0,3014.0,2904.0
205,SHP4991890,6/6/2024,6/20/2024,62079,33178,Illinois,Florida,Partial F/SD (LTL Spot Market),11.0,13500.0,1256.32,1.0,USD,250.0,USD,190.0,3215.0,3114.0
206,SHP4991584,6/6/2024,6/13/2024,37774,33178,Tennessee,Florida,Partial Van (LTL Spot Market),12.0,19131.0,841.92,10.0,USD,2228.87,USD,1500.0,2280.0,2219.0
207,SHP4991512,6/6/2024,6/7/2024,38671,33182,Mississippi,Florida,Partial Van (LTL Spot Market),12.0,1697.0,989.36,6.0,USD,1339.0,USD,1200.0,2640.0,2612.0
208,SHP4990466,6/5/2024,6/13/2024,16329,33182,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),10.0,3315.0,1324.39,1.0,USD,1280.0,USD,1200.0,3127.0,3091.0
209,SHP4990435,6/5/2024,6/14/2024,97302,33172,Oregon,Florida,Partial Van (LTL Spot Market),16.33,2220.0,3327.61,2.0,USD,2950.0,USD,2500.0,5151.0,5334.0
210,SHP4990260,6/5/2024,6/5/2024,80004,33018,Colorado,Florida,Partial Van (LTL Spot Market),13.0,7620.0,2069.4,6.0,USD,250.0,USD,150.0,3335.0,3287.0
211,SHP4989919,6/5/2024,6/7/2024,98148,49037,Washington,Michigan,Partial F/SD (LTL Spot Market),6.0,7820.0,2241.25,1.0,USD,1945.0,USD,1250.0,4057.0,3990.0
212,SHP4988934,6/5/2024,6/6/2024,84663,11232,Utah,New York,Partial F/SD (LTL Spot Market),9.17,2600.0,2226.38,1.0,USD,2180.0,USD,1700.0,4604.0,4475.0
213,SHP4988233,6/5/2024,6/6/2024,82718,60106,Wyoming,Illinois,Partial F/SD (LTL Spot Market),7.0,6750.0,1034.39,2.0,USD,1600.0,USD,1000.0,1714.0,1623.0
214,SHP4988169,6/5/2024,6/5/2024,17847,33132,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),0.01,7500.0,1245.23,1.0,USD,2015.0,USD,1850.0,2886.0,2845.0
215,SHP4987769,6/5/2024,6/6/2024,75007,33178,Texas,Florida,Partial Van (LTL Spot Market),22.0,3380.0,1328.67,10.0,USD,1892.72,USD,1650.0,2680.0,2734.0
216,SHP4987736,6/5/2024,6/5/2024,54956,33182,Wisconsin,Florida,Partial Van (LTL Spot Market),8.0,7058.0,1587.73,7.0,USD,1612.0,USD,1400.0,3312.0,3306.0
217,SHP4987462,6/5/2024,6/6/2024,47130,33126,Indiana,Florida,Partial Van (LTL Spot Market),14.0,5100.0,1097.2,6.0,USD,1628.21,USD,1200.0,2719.0,2677.0
218,SHP4986891,6/5/2024,6/5/2024,17847,33132,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),0.01,7500.0,1245.23,1.0,USD,2015.0,USD,1800.0,2886.0,2845.0
219,SHP4986882,6/5/2024,6/7/2024,77523,33172,Texas,Florida,Partial Van (LTL Spot Market),4.0,8160.0,1173.02,4.0,USD,1153.12,USD,900.0,2676.0,2670.0
220,SHP4985015,6/4/2024,6/5/2024,06870,33182,Connecticut,Florida,Partial Van (LTL Spot Market),25.0,10326.0,1339.76,13.0,USD,1857.66,USD,1750.0,2387.0,2429.0
221,SHP4984671,6/4/2024,6/5/2024,12528,85225,New York,Arizona,Partial Van (LTL Spot Market),14.0,7000.0,2447.97,7.0,USD,1696.93,USD,1500.0,3352.0,3423.0
222,SHP4984257,6/4/2024,6/18/2024,54481,33018,Wisconsin,Florida,Partial Van (LTL Spot Market),13.0,2692.0,1629.37,6.0,USD,1515.59,USD,1500.0,3375.0,3354.0
223,SHP4983485,6/4/2024,6/6/2024,53212,33178,Wisconsin,Florida,Partial Van (LTL Spot Market),12.0,13900.0,1485.47,6.0,USD,1695.52,USD,1500.0,2979.0,2880.0
224,SHP4982299,6/3/2024,6/10/2024,08520,78045,New Jersey,Texas,Partial Van (LTL Spot Market),14.0,3002.0,1935.53,8.0,USD,1429.78,USD,1200.0,2532.0,2240.0
225,SHP4981985,6/3/2024,6/7/2024,17403,33178,Pennsylvania,Florida,Partial Van (LTL Spot Market),7.0,10772.0,1148.73,5.0,USD,1173.86,USD,1100.0,2216.0,2142.0
226,SHP4980875,6/3/2024,6/4/2024,28053,33182,North Carolina,Florida,Partial Van (LTL Spot Market),28.0,11826.0,757.93,14.0,USD,1643.35,USD,1400.0,1857.0,1795.0
227,SHP4979221,6/3/2024,6/5/2024,08857,33182,New Jersey,Florida,Partial Van (LTL Spot Market),16.0,4129.0,1275.76,7.0,USD,1398.5,USD,1050.0,2160.0,2197.0
228,SHP4979014,6/3/2024,6/13/2024,90248,47331,California,Indiana,Partial Van (LTL Spot Market),20.0,3700.0,2136.85,9.0,USD,2350.0,USD,2100.0,4123.0,4072.0
229,SHP4978925,6/3/2024,6/3/2024,85233,32958,Arizona,Florida,Partial F/SD (LTL Spot Market),0.01,650.0,2208.73,2.0,USD,2850.0,USD,2000.0,4183.0,4090.0
230,SHP4976081,5/31/2024,6/4/2024,18411,33153,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),0.01,4608.0,1309.33,1.0,USD,1810.0,USD,1700.0,2722.0,2725.0
231,SHP4975287,5/30/2024,6/10/2024,44139,33172,Ohio,Florida,Partial F/SD (LTL Spot Market),6.0,1065.0,1252.95,2.0,USD,1450.0,USD,1300.0,3057.0,3013.0
232,SHP4974946,5/30/2024,5/31/2024,17847,33132,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),0.01,7500.0,1245.23,1.0,USD,2015.0,USD,1900.0,2816.0,2775.0
233,SHP4973564,5/30/2024,6/6/2024,80004,33018,Colorado,Florida,Partial Van (LTL Spot Market),13.0,7620.0,2069.4,6.0,USD,1416.89,USD,1300.0,3323.0,3274.0
234,SHP4973515,5/30/2024,6/1/2024,78734,96145,Texas,California,Partial F/SD (LTL Spot Market),0.01,1102.0,1880.88,1.0,USD,1580.0,USD,1400.0,4136.0,4174.0
235,SHP4973393,5/30/2024,5/31/2024,28671,33178,North Carolina,Florida,Partial Van (LTL Spot Market),25.0,10500.0,788.08,16.0,USD,1613.81,USD,1433.5,1949.0,1927.0
236,SHP4973336,5/30/2024,5/31/2024,33122,08527,Florida,New Jersey,Partial Van (LTL Spot Market),0.02,12000.0,1259.89,7.0,USD,1610.0,USD,1400.0,1980.0,2031.0
237,SHP4972723,5/30/2024,6/26/2024,15342,33178,Pennsylvania,Florida,Partial Van (LTL Spot Market),13.0,13432.0,1165.27,33.0,USD,1398.04,USD,1350.0,2641.0,2590.0
238,SHP4972669,5/30/2024,6/3/2024,31408,76065,Georgia,Texas,Partial Van (LTL Spot Market),17.0,16800.0,1052.58,8.0,USD,1600.0,USD,1400.0,1892.0,1848.0
239,SHP4971316,5/29/2024,6/6/2024,46168,33147,Indiana,Florida,Partial Van (LTL Spot Market),12.0,3272.0,1208.92,11.0,USD,1930.0,USD,1700.0,2648.0,2587.0
240,SHP4971190,5/29/2024,6/6/2024,40216,33172,Kentucky,Florida,Partial Van (LTL Spot Market),8.0,13988.0,1098.18,7.0,USD,1275.35,USD,1200.0,2695.0,2667.0
241,SHP4970942,5/29/2024,6/6/2024,44117,33182,Ohio,Florida,Partial Van (LTL Spot Market),14.0,10725.0,1267.63,2.0,USD,2159.0,USD,1500.0,2505.0,2399.0
242,SHP4969990,5/29/2024,5/30/2024,76028,33018,Texas,Florida,Partial Van (LTL Spot Market),7.0,1188.0,1343.69,1.0,USD,1254.0,USD,1000.0,2801.0,2750.0
243,SHP4969967,5/29/2024,5/30/2024,30265,78045,Georgia,Texas,Partial Van (LTL Spot Market),8.0,7350.0,1107.9,3.0,USD,910.44,USD,850.0,1581.0,1497.0
244,SHP4969693,5/29/2024,5/30/2024,93307,33142,California,Florida,Partial F/SD (LTL Spot Market),20.67,7000.0,2750.97,1.0,USD,3510.0,USD,2800.0,5206.0,5292.0
245,SHP4969232,5/29/2024,5/31/2024,18202,33178,Pennsylvania,Florida,Partial Van (LTL Spot Market),17.0,8959.0,1257.85,7.0,USD,1201.94,USD,1150.0,2133.0,2091.0
246,SHP4968575,5/29/2024,7/1/2024,06469,33018,Connecticut,Florida,Partial Van (LTL Spot Market),24.01,7389.0,1400.39,8.0,USD,0.0,USD,100.0,2133.0,2000.0
247,SHP4968121,5/29/2024,6/5/2024,70508,33178,Louisiana,Florida,Partial F/SD (LTL Spot Market),6.0,755.0,981.46,1.0,USD,180.0,USD,150.0,2709.0,2728.0
248,SHP4967201,5/28/2024,5/31/2024,42134,32804,Kentucky,Florida,Partial Van (LTL Spot Market),12.0,12789.0,2436.93,4.0,USD,1552.0,USD,1350.0,1954.0,1920.0
249,SHP4966036,5/28/2024,5/29/2024,92374,33126,California,Florida,Partial F/SD (LTL Spot Market),0.01,6907.0,2678.98,14.0,USD,3129.85,USD,2900.0,5206.0,5048.0
250,SHP4964390,5/28/2024,5/29/2024,74116,33126,Oklahoma,Florida,Partial F/SD (LTL Spot Market),13.0,7400.0,1391.72,6.0,USD,2665.0,USD,2400.0,3166.0,3101.0
251,SHP4963802,5/28/2024,5/29/2024,54923,33182,Wisconsin,Florida,Partial Van (LTL Spot Market),12.0,11940.0,1592.07,6.0,USD,1370.88,USD,1150.0,3448.0,3301.0
252,SHP4963713,5/28/2024,6/6/2024,27055,33172,North Carolina,Florida,Partial Van (LTL Spot Market),19.33,11849.0,817.21,7.0,USD,1915.0,USD,1785.0,1934.0,1913.0
253,SHP4961814,5/24/2024,5/28/2024,84663,37172,Utah,Tennessee,Partial F/SD (LTL Spot Market),0.01,3800.0,1613.86,1.0,USD,1560.0,USD,1300.0,2672.0,2551.0
254,SHP4961539,5/24/2024,5/24/2024,08846,70121,New Jersey,Louisiana,Partial Van (LTL Spot Market),0.01,3400.0,1282.93,3.0,USD,910.0,USD,820.0,1988.0,2020.0
255,SHP4961193,5/24/2024,6/13/2024,06405,90220,Connecticut,California,Partial F/SD (LTL Spot Market),25.0,12525.0,2875.8,1.0,USD,3900.0,USD,3700.0,5533.0,5778.0
256,SHP4960502,5/24/2024,5/29/2024,07201,33012,New Jersey,Florida,Partial Van (LTL Spot Market),0.01,9167.0,1277.78,7.0,USD,1400.0,USD,1350.0,2233.0,2198.0
257,SHP4960371,5/24/2024,5/24/2024,85017,33166,Arizona,Florida,Partial Van (LTL Spot Market),0.01,12057.0,2373.37,13.0,USD,3200.0,USD,2700.0,4489.0,4520.0
258,SHP4960203,5/24/2024,5/31/2024,48642,33182,Michigan,Florida,Partial Van (LTL Spot Market),20.0,14771.0,1459.71,9.0,USD,1888.0,USD,1780.0,3050.0,2995.0
259,SHP4959858,5/24/2024,5/28/2024,12037,33166,New York,Florida,Partial Van (LTL Spot Market),11.0,2934.0,1422.13,5.0,USD,1086.44,USD,1000.0,2505.0,2525.0
260,SHP4958754,5/23/2024,5/24/2024,70615,85658,Louisiana,Arizona,Partial Van (LTL Spot Market),8.17,1250.0,1230.97,1.0,USD,1175.0,USD,1050.0,2373.0,2384.0
261,SHP4957638,5/23/2024,5/30/2024,16101,33126,Pennsylvania,Florida,Partial Van (LTL Spot Market),25.0,15274.0,1232.82,14.0,USD,1681.31,USD,1500.0,2535.0,2479.0
262,SHP4957099,5/23/2024,6/4/2024,92154,78045,California,Texas,Partial F/SD (LTL Spot Market),9.0,7717.0,1429.64,1.0,USD,1675.0,USD,1600.0,3039.0,2867.0
263,SHP4957066,5/23/2024,5/24/2024,45241,32958,Ohio,Florida,Partial F/SD (LTL Spot Market),7.5,1600.0,1007.84,1.0,USD,1195.0,USD,1000.0,2569.0,2529.0
264,SHP4956789,5/23/2024,5/24/2024,33178,70607,Florida,Louisiana,Partial F/SD (LTL Spot Market),19.0,1565.0,1056.25,1.0,USD,1600.0,USD,1500.0,1908.0,1902.0
265,SHP4955182,5/22/2024,5/31/2024,94579,81007,California,Colorado,Partial Van (LTL Spot Market),18.0,9802.0,1386.59,8.0,USD,1755.0,USD,1550.0,2912.0,2970.0
