,Load: Load Number,Load: Created Date,Actual Pickup Date,Origin Zip Code,Destination Zip Code,Origin State,Destination State,Mode,Linear Feet,Total Weight,Distance (Miles),Total HU,Revenue (Mixed) Currency,Revenue (Mixed),Carrier Cost (Mixed) Currency,Carrier Cost (Mixed),Target buy rate,GS Network buy rate
1408,SHP3400787,8/12/2022,8/15/2022,61550,33182,Illinois,Florida,Partial Van (LTL Spot Market),24.0,2392.0,1375.95,12.0,USD,2850.0,USD,2500.0,3868.0,3872.0
1409,SHP3398903,8/11/2022,8/15/2022,77073,33182,Texas,Florida,Partial F/SD (LTL Spot Market),22.9,2120.0,1204.75,2.0,USD,2276.0,USD,1700.0,3317.0,3352.0
1410,SHP3396545,8/10/2022,8/16/2022,90220,60106,California,Illinois,Partial F/SD (LTL Spot Market),4.0,8658.0,2016.36,2.0,USD,1425.0,USD,1100.0,4558.0,4438.0
1411,SHP3395521,8/10/2022,8/26/2022,90810,78744,California,Texas,Partial F/SD (LTL Spot Market),20.0,454.0,1381.85,2.0,USD,1649.0,USD,1200.0,2941.0,2868.0
1412,SHP3393063,8/9/2022,8/11/2022,77039,33166,Texas,Florida,Partial Van (LTL Spot Market),14.0,6392.0,1197.04,2.0,USD,2300.0,USD,1900.0,3199.0,3132.0
1413,SHP3391955,8/9/2022,8/17/2022,90810,84321,California,Utah,Partial F/SD (LTL Spot Market),18.5,7710.0,774.25,2.0,USD,1798.0,USD,1450.0,2407.0,2518.0
1414,SHP3388154,8/8/2022,8/8/2022,77088,33172,Texas,Florida,Partial F/SD (LTL Spot Market),26.0,15764.0,1207.79,2.0,USD,2490.0,USD,2000.0,3546.0,3577.0
1415,SHP3387265,8/8/2022,8/10/2022,60938,33178,Illinois,Florida,Partial Van (LTL Spot Market),11.0,10713.0,1335.71,6.0,USD,1850.0,USD,1400.0,3604.0,3645.0
1416,SHP3386396,8/5/2022,8/11/2022,98148,55362,Washington,Minnesota,Partial F/SD (LTL Spot Market),11.0,100.0,1626.11,1.0,USD,2049.0,USD,1800.0,3785.0,3752.0
1417,SHP3385352,8/5/2022,9/1/2022,15077,33132,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),10.0,9100.0,1183.96,1.0,USD,1755.0,USD,1700.0,3190.0,3244.0
1418,SHP3383085,8/4/2022,9/14/2022,50703,33182,Iowa,Florida,Partial F/SD (LTL Spot Market),10.0,21600.0,1563.61,2.0,USD,3050.0,USD,2700.0,4015.0,4117.0
1419,SHP3382621,8/4/2022,8/5/2022,90745,53144,California,Wisconsin,Partial Van (LTL Spot Market),10.0,2866.0,2063.23,1.0,USD,1799.0,USD,1500.0,4817.0,4687.0
1420,SHP3380887,8/3/2022,8/4/2022,77041,33014,Texas,Florida,Partial F/SD (LTL Spot Market),12.3,3907.0,1202.95,2.0,USD,1909.0,USD,1400.0,3497.0,3464.0
1421,SHP3379875,8/3/2022,8/4/2022,88008,33182,New Mexico,Florida,Partial Van (LTL Spot Market),14.0,2796.0,1959.07,14.0,USD,4241.0,USD,3700.0,5025.0,4924.0
1422,SHP3379122,8/3/2022,8/12/2022,98106,55811,Washington,Minnesota,Partial Van (LTL Spot Market),23.0,7450.0,1670.73,6.0,USD,2645.0,USD,2300.0,3518.0,3245.0
1423,SHP3378814,8/3/2022,8/5/2022,90810,80014,California,Colorado,Partial F/SD (LTL Spot Market),18.0,3252.0,1036.15,2.0,USD,1749.0,USD,1450.0,3410.0,3471.0
1424,SHP3378759,8/3/2022,8/3/2022,77054,31419,Texas,Georgia,Partial F/SD (LTL Spot Market),0.02,4555.0,2379.1,2.0,USD,1850.0,USD,1300.0,2674.0,2728.0
1425,SHP3378647,8/3/2022,8/12/2022,45212,33182,Ohio,Florida,Partial Van (LTL Spot Market),19.0,17500.0,1164.0,2.0,USD,250.0,USD,150.0,3261.0,3227.0
1426,SHP3377789,8/2/2022,8/24/2022,84404,01550,Utah,Massachusetts,Partial F/SD (LTL Spot Market),12.0,4600.0,2311.04,3.0,USD,2675.0,USD,2450.0,5134.0,5116.0
1427,SHP3377412,8/2/2022,8/8/2022,03051,98032,New Hampshire,Washington,Partial Van (LTL Spot Market),25.0,4700.0,3075.71,4.0,USD,3997.0,USD,3750.0,5721.0,6400.0
1428,SHP3375365,8/1/2022,8/9/2022,17745,33172,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),11.0,2205.0,1307.29,1.0,USD,1400.0,USD,1000.0,3340.0,3414.0
1429,SHP3375351,8/1/2022,8/12/2022,77489,33182,Texas,Florida,Partial F/SD (LTL Spot Market),10.0,2738.0,1220.59,1.0,USD,1620.0,USD,1200.0,3395.0,3430.0
1430,SHP3374807,8/1/2022,8/24/2022,43064,33166,Ohio,Florida,Partial F/SD (LTL Spot Market),11.0,2700.0,1182.34,1.0,USD,1775.0,USD,1500.0,3272.0,3294.0
1431,SHP3374778,8/1/2022,8/2/2022,85040,77020,Arizona,Texas,Partial F/SD (LTL Spot Market),0.01,4869.0,1174.2,1.0,USD,1508.0,USD,1300.0,1923.0,1962.0
1432,SHP3374408,8/1/2022,8/1/2022,77054,30518,Texas,Georgia,Partial F/SD (LTL Spot Market),0.02,790.0,2379.1,2.0,USD,2150.0,USD,1600.0,2445.0,2480.0
1433,SHP3373756,8/1/2022,8/2/2022,91761,32218,California,Florida,Partial Van (LTL Spot Market),18.0,4189.0,2383.54,20.0,USD,2950.0,USD,1977.7,6053.0,5993.0
1434,SHP3373143,8/1/2022,8/3/2022,65202,03051,Missouri,New Hampshire,Partial Van (LTL Spot Market),12.0,4600.0,1311.05,11.0,USD,2200.0,USD,2000.0,3746.0,3767.0
1435,SHP3370129,7/28/2022,8/10/2022,95240,33018,California,Florida,Partial F/SD (LTL Spot Market),8.2,6614.0,2996.43,1.0,USD,3174.0,USD,2500.0,6734.0,7213.0
1436,SHP3368410,7/28/2022,8/5/2022,50219,33147,Iowa,Florida,Partial F/SD (LTL Spot Market),18.0,10115.0,1535.58,2.0,USD,1985.0,USD,1700.0,4393.0,4374.0
1437,SHP3366881,7/27/2022,7/27/2022,77054,98108,Texas,Washington,Partial F/SD (LTL Spot Market),0.01,728.0,2379.1,1.0,USD,2600.0,USD,2200.0,7027.0,7460.0
1438,SHP3364236,7/27/2022,7/29/2022,90810,71001,California,Louisiana,Partial Van (LTL Spot Market),28.0,9094.0,1678.3,14.0,USD,3850.0,USD,2800.0,4058.0,3957.0
1439,SHP3361678,7/26/2022,7/28/2022,71245,32218,Louisiana,Florida,Partial Van (LTL Spot Market),14.0,15210.0,751.93,6.0,USD,2000.0,USD,1700.0,2238.0,2219.0
1440,SHP3353532,7/25/2022,7/29/2022,13148,78577,New York,Texas,Partial F/SD (LTL Spot Market),11.0,5530.0,1986.54,1.0,USD,2090.0,USD,1800.0,4361.0,4655.0
1441,SHP3343245,7/20/2022,10/12/2022,56303,32218,Minnesota,Florida,Partial F/SD (LTL Spot Market),19.0,5900.0,1557.86,5.0,USD,2121.0,USD,1950.0,3583.0,3570.0
1442,SHP3343014,7/20/2022,7/25/2022,76240,33178,Texas,Florida,Partial F/SD (LTL Spot Market),12.3,7400.0,1392.87,2.0,USD,1820.0,USD,1700.0,3885.0,3800.0
1443,SHP3342890,7/20/2022,7/25/2022,33321,76126,Florida,Texas,Partial F/SD (LTL Spot Market),10.0,1300.0,1325.21,2.0,USD,1520.0,USD,1300.0,2797.0,2743.0
1444,SHP3340505,7/19/2022,7/22/2022,90220,40324,California,Kentucky,Partial F/SD (LTL Spot Market),7.25,3682.0,2172.8,1.0,USD,1621.0,USD,1100.0,5115.0,5158.0
1445,SHP3339615,7/19/2022,7/21/2022,72401,33172,Arkansas,Florida,Partial F/SD (LTL Spot Market),17.0,4500.0,1067.07,1.0,USD,2312.0,USD,1800.0,3760.0,3843.0
1446,SHP3339428,7/19/2022,7/21/2022,77073,33166,Texas,Florida,Partial Van (LTL Spot Market),16.0,10125.0,1204.75,3.0,USD,1932.0,USD,1500.0,3281.0,3313.0
1447,SHP3337472,7/18/2022,7/27/2022,91761,33178,California,Florida,Partial Van (LTL Spot Market),20.0,5400.0,2698.9,12.0,USD,4260.0,USD,3300.0,7185.0,6888.0
1448,SHP3336869,7/18/2022,7/18/2022,97132,33178,Oregon,Florida,Partial F/SD (LTL Spot Market),19.02,6544.0,3284.49,3.0,USD,3916.0,USD,3700.0,7219.0,7278.0
1449,SHP3331126,7/14/2022,7/15/2022,77073,33172,Texas,Florida,Partial F/SD (LTL Spot Market),20.01,5221.0,1212.37,3.0,USD,2350.0,USD,1900.0,3576.0,3685.0
1450,SHP3326472,7/13/2022,7/18/2022,30024,33182,Georgia,Florida,Partial F/SD (LTL Spot Market),17.5,3100.0,704.77,1.0,USD,2025.0,USD,1600.0,2299.0,2421.0
1451,SHP3325929,7/13/2022,7/19/2022,78045,18504,Texas,Pennsylvania,Partial Van (LTL Spot Market),19.0,12610.0,1929.22,10.0,USD,3100.0,USD,2800.0,5042.0,4948.0
1452,SHP3325271,7/13/2022,7/19/2022,41017,89431,Kentucky,Nevada,Partial Van (LTL Spot Market),10.0,4900.0,2161.17,1.0,USD,2200.0,USD,2050.0,4781.0,4859.0
1453,SHP3324913,7/13/2022,7/15/2022,33178,77536,Florida,Texas,Partial F/SD (LTL Spot Market),16.0,11040.0,1181.0,2.0,USD,1485.0,USD,1200.0,2544.0,2617.0
1454,SHP3316645,7/11/2022,7/20/2022,71241,28312,Louisiana,North Carolina,Partial F/SD (LTL Spot Market),17.0,12000.0,912.23,1.0,USD,2541.0,USD,2000.0,2921.0,2966.0
1455,SHP3314801,7/11/2022,7/13/2022,76119,33172,Texas,Florida,Partial Van (LTL Spot Market),23.0,20195.0,1353.91,12.0,USD,2670.0,USD,2450.0,3339.0,3306.0
1456,SHP3313644,7/8/2022,7/14/2022,90220,43724,California,Ohio,Partial F/SD (LTL Spot Market),7.8,6151.0,2358.9,1.0,USD,1721.0,USD,1200.0,5679.0,5583.0
1457,SHP3312985,7/8/2022,7/22/2022,77032,32218,Texas,Florida,Partial F/SD (LTL Spot Market),10.0,12000.0,893.29,1.0,USD,1531.0,USD,1450.0,2631.0,2802.0
1458,SHP3312620,7/8/2022,7/13/2022,92081,33182,California,Florida,Partial F/SD (LTL Spot Market),24.0,4245.0,2692.3,1.0,USD,4026.0,USD,3500.0,6655.0,6902.0
1459,SHP3312490,7/8/2022,7/29/2022,63069,33132,Missouri,Florida,Partial F/SD (LTL Spot Market),10.0,9040.0,1267.75,2.0,USD,2680.0,USD,2550.0,3832.0,3784.0
1460,SHP3311248,7/7/2022,8/17/2022,33126,49037,Florida,Michigan,Partial F/SD (LTL Spot Market),6.0,5391.0,1435.89,1.0,USD,1622.0,USD,1400.0,2926.0,3019.0
1461,SHP3309244,7/6/2022,7/7/2022,21901,33178,Maryland,Florida,Partial F/SD (LTL Spot Market),0.01,7849.0,1146.09,1.0,USD,400.0,USD,300.0,3522.0,3517.0
1462,SHP3308629,7/6/2022,7/11/2022,24266,33316,Virginia,Florida,Partial F/SD (LTL Spot Market),15.0,3110.0,888.27,1.0,USD,1754.0,USD,1400.0,2941.0,3048.0
1463,SHP3308301,7/6/2022,7/22/2022,33126,77015,Florida,Texas,Partial F/SD (LTL Spot Market),13.0,6470.0,1194.01,1.0,USD,1590.0,USD,1150.0,2507.0,2582.0
1464,SHP3307821,7/6/2022,7/7/2022,90502,38478,California,Tennessee,Partial F/SD (LTL Spot Market),6.5,8819.0,2017.54,1.0,USD,1421.0,USD,1100.0,5017.0,5051.0
1465,SHP3307335,7/6/2022,7/7/2022,41017,33166,Kentucky,Florida,Partial Van (LTL Spot Market),16.0,1445.0,1141.77,3.0,USD,2400.0,USD,1900.0,3170.0,3154.0
1466,SHP3306198,7/5/2022,7/14/2022,49424,33182,Michigan,Florida,Partial Van (LTL Spot Market),13.0,14565.0,1440.33,4.0,USD,2945.0,USD,2300.0,3559.0,3550.0
1467,SHP3306079,7/5/2022,7/7/2022,06002,33172,Connecticut,Florida,Partial Van (LTL Spot Market),25.0,8294.0,1414.34,11.0,USD,2091.0,USD,1950.0,2836.0,3048.0
1468,SHP3300596,7/1/2022,7/27/2022,78503,60188,Texas,Illinois,Partial Van (LTL Spot Market),26.0,3897.0,1432.17,13.0,USD,2900.0,USD,2500.0,3495.0,3428.0
1469,SHP3300057,6/30/2022,7/8/2022,53214,33126,Wisconsin,Florida,Partial F/SD (LTL Spot Market),10.0,14802.0,1489.09,1.0,USD,2380.0,USD,1900.0,4242.0,4417.0
1470,SHP3299279,6/30/2022,7/7/2022,21225,78045,Maryland,Texas,Partial F/SD (LTL Spot Market),14.0,11905.0,1794.27,3.0,USD,2070.0,USD,1800.0,4282.0,4380.0
1471,SHP3298806,6/30/2022,6/30/2022,84095,33182,Utah,Florida,Partial Van (LTL Spot Market),24.0,3492.0,2554.09,12.0,USD,4500.0,USD,4000.0,5376.0,5189.0
1472,SHP3298092,6/30/2022,6/30/2022,76044,33128,Texas,Florida,Partial F/SD (LTL Spot Market),22.01,17290.0,1377.95,4.0,USD,2600.0,USD,2400.0,4112.0,4119.0
1473,SHP3297184,6/29/2022,7/1/2022,46268,33172,Indiana,Florida,Partial Van (LTL Spot Market),27.0,6032.0,1222.31,10.0,USD,2550.0,USD,2250.0,3103.0,3120.0
1474,SHP3295532,6/29/2022,7/8/2022,28732,83347,North Carolina,Idaho,Partial F/SD (LTL Spot Market),17.0,10200.0,2066.73,2.0,USD,3700.0,USD,3600.0,6059.0,6456.0
1475,SHP3294754,6/28/2022,6/30/2022,33166,85034,Florida,Arizona,Partial F/SD (LTL Spot Market),9.0,920.0,2359.28,1.0,USD,2800.0,USD,2200.0,6329.0,6470.0
1476,SHP3286541,6/23/2022,6/29/2022,37090,33122,Tennessee,Florida,Partial F/SD (LTL Spot Market),11.1,5450.0,924.07,1.0,USD,1645.0,USD,1300.0,3291.0,3352.0
1477,SHP3286252,6/23/2022,6/30/2022,77530,33166,Texas,Florida,Partial F/SD (LTL Spot Market),6.0,5380.0,1176.98,2.0,USD,1321.0,USD,1100.0,3725.0,3855.0
1478,SHP3285977,6/23/2022,6/24/2022,55369,07047,Minnesota,New Jersey,Partial F/SD (LTL Spot Market),0.02,4700.0,1219.16,2.0,USD,2108.0,USD,1700.0,3471.0,3575.0
1479,SHP3282978,6/22/2022,7/5/2022,77414,33182,Texas,Florida,Partial Van (LTL Spot Market),10.01,12170.0,1271.26,5.0,USD,1850.0,USD,1500.0,3637.0,3659.0
1480,SHP3282243,6/22/2022,6/30/2022,28732,33309,North Carolina,Florida,Partial F/SD (LTL Spot Market),11.0,1900.0,746.01,1.0,USD,1400.0,USD,1200.0,2687.0,2714.0
1481,SHP3280524,6/21/2022,6/23/2022,90221,35661,California,Alabama,Partial F/SD (LTL Spot Market),4.0,11553.0,1951.51,2.0,USD,1575.0,USD,1250.0,4755.0,4804.0
1482,SHP3280522,6/21/2022,6/24/2022,35020,33166,Alabama,Florida,Partial F/SD (LTL Spot Market),20.0,3200.0,762.55,1.0,USD,2235.0,USD,1700.0,2978.0,3031.0
1483,SHP3280519,6/21/2022,6/24/2022,74017,33182,Oklahoma,Florida,Partial F/SD (LTL Spot Market),10.0,4025.0,1404.74,1.0,USD,1861.0,USD,1500.0,4673.0,4473.0
1484,SHP3280132,6/21/2022,6/29/2022,97402,39501,Oregon,Mississippi,Partial F/SD (LTL Spot Market),11.0,4850.0,2649.64,1.0,USD,2687.0,USD,2400.0,6147.0,6333.0
1485,SHP3278888,6/21/2022,6/24/2022,92377,32218,California,Florida,Partial F/SD (LTL Spot Market),14.0,14000.0,2379.5,3.0,USD,2445.0,USD,2100.0,5780.0,5956.0
1486,SHP3278050,6/21/2022,6/30/2022,53214,77015,Wisconsin,Texas,Partial F/SD (LTL Spot Market),15.0,15065.0,1180.06,2.0,USD,1785.0,USD,1550.0,2994.0,3126.0
1487,SHP3275198,6/17/2022,7/7/2022,19341,33147,Pennsylvania,Florida,Partial Van (LTL Spot Market),13.0,2200.0,1186.94,1.0,USD,1483.39,USD,1500.0,2877.0,2817.0
1488,SHP3274520,6/17/2022,6/23/2022,84104,33178,Utah,Florida,Partial F/SD (LTL Spot Market),20.0,4710.0,2542.36,9.0,USD,963.0,USD,350.0,5795.0,5661.0
1489,SHP3271362,6/16/2022,6/22/2022,90810,41018,California,Kentucky,Partial F/SD (LTL Spot Market),28.0,2948.0,2182.88,10.0,USD,3821.0,USD,3550.0,5303.0,5523.0
1490,SHP3266796,6/14/2022,6/16/2022,46202,33172,Indiana,Florida,Partial Van (LTL Spot Market),20.03,6848.0,1208.42,4.0,USD,2600.0,USD,2100.0,3028.0,3029.0
1491,SHP3263887,6/13/2022,6/16/2022,33404,70380,Florida,Louisiana,Partial F/SD (LTL Spot Market),7.0,5300.0,874.85,1.0,USD,1401.0,USD,1050.0,2151.0,2213.0
1492,SHP3259966,6/10/2022,6/16/2022,76044,33182,Texas,Florida,Partial F/SD (LTL Spot Market),0.02,9620.0,1377.95,3.0,USD,2552.0,USD,2100.0,4229.0,4158.0
1493,SHP3258699,6/10/2022,6/14/2022,60542,33166,Illinois,Florida,Partial Van (LTL Spot Market),17.0,5970.0,1418.11,6.0,USD,1980.0,USD,1700.0,3101.0,3289.0
1494,SHP3257762,6/9/2022,6/20/2022,75261,33182,Texas,Florida,Partial F/SD (LTL Spot Market),28.0,700.0,1342.06,1.0,USD,2998.0,USD,2400.0,3857.0,3957.0
1495,SHP3257717,6/9/2022,6/15/2022,74112,33166,Oklahoma,Florida,Partial F/SD (LTL Spot Market),15.0,1975.0,1387.15,2.0,USD,2189.0,USD,1800.0,4623.0,4505.0
1496,SHP3257088,6/9/2022,6/16/2022,33182,33147,Florida,Florida,Partial F/SD (LTL Spot Market),16.0,4000.0,1366.63,2.0,USD,2165.0,USD,1900.0,474.0,451.0
1497,SHP3256554,6/9/2022,6/16/2022,06770,33126,Connecticut,Florida,Partial F/SD (LTL Spot Market),10.0,6600.0,1379.72,1.0,USD,1712.0,USD,1500.0,3524.0,3733.0
1498,SHP3255516,6/9/2022,6/9/2022,27055,33166,North Carolina,Florida,Partial Van (LTL Spot Market),19.0,5000.0,812.07,7.0,USD,1900.0,USD,1650.0,2391.0,2369.0
1499,SHP3254556,6/8/2022,6/17/2022,97015,33178,Oregon,Florida,Partial Van (LTL Spot Market),12.0,13230.0,3269.04,6.0,USD,3237.0,USD,2800.0,6651.0,6108.0
1500,SHP3253234,6/8/2022,6/10/2022,37409,33182,Tennessee,Florida,Partial Van (LTL Spot Market),9.0,6000.0,797.4,1.0,USD,1500.0,USD,1000.0,2434.0,2467.0
1501,SHP3252730,6/8/2022,6/8/2022,44622,33178,Ohio,Florida,Partial Van (LTL Spot Market),0.01,13920.0,1167.42,8.0,USD,2010.0,USD,1750.0,2972.0,3010.0
1502,SHP3251896,6/7/2022,6/9/2022,21787,T0A 2W0,Maryland,Alberta,Partial F/SD (LTL Spot Market),0.02,7493.0,2401.89,2.0,USD,3421.0,USD,3200.0,6935.0,7144.0
1503,SHP3250615,6/7/2022,6/14/2022,53214,77015,Wisconsin,Texas,Partial F/SD (LTL Spot Market),8.0,6744.0,1180.06,1.0,USD,1450.0,USD,1200.0,3058.0,3209.0
1504,SHP3247348,6/6/2022,6/8/2022,33182,06708,Florida,Connecticut,Partial Van (LTL Spot Market),14.0,11700.0,1391.71,2.0,USD,2059.0,USD,1700.0,3079.0,3081.0
1505,SHP3245965,6/3/2022,6/9/2022,48188,33122,Michigan,Florida,Partial F/SD (LTL Spot Market),17.0,3220.0,1350.92,1.0,USD,2130.0,USD,1900.0,4049.0,4119.0
1506,SHP3241577,6/2/2022,6/13/2022,93551,76063,California,Texas,Partial F/SD (LTL Spot Market),19.0,10300.0,1447.72,3.0,USD,2475.0,USD,2150.0,3529.0,3657.0
1507,SHP3240443,6/1/2022,6/14/2022,62526,33172,Illinois,Florida,Partial Van (LTL Spot Market),11.0,14280.0,1282.73,5.0,USD,2050.0,USD,1700.0,3366.0,3363.0
1508,SHP3239920,6/1/2022,6/2/2022,88008,33182,New Mexico,Florida,Partial Van (LTL Spot Market),21.0,5232.0,1953.57,22.0,USD,5300.0,USD,4500.0,5191.0,4998.0
1509,SHP3239703,6/1/2022,6/8/2022,77521,33178,Texas,Florida,Partial F/SD (LTL Spot Market),21.0,6675.0,1166.78,3.0,USD,2472.0,USD,2300.0,3661.0,3749.0
1510,SHP3237722,5/31/2022,6/7/2022,91980,08865,California,New Jersey,Partial Van (LTL Spot Market),12.0,7955.0,2722.0,7.0,USD,3425.35,USD,3044.42,6606.0,6625.0
1511,SHP3237644,5/31/2022,6/3/2022,90220,44310,California,Ohio,Partial F/SD (LTL Spot Market),8.2,8660.0,2371.59,1.0,USD,1621.0,USD,1350.0,5642.0,5751.0
1512,SHP3237519,5/31/2022,6/2/2022,56087,33166,Minnesota,Florida,Partial Van (LTL Spot Market),20.04,6435.0,1813.54,13.0,USD,3000.0,USD,2500.0,4443.0,4475.0
1513,SHP3228380,5/27/2022,6/14/2022,21620,33182,Maryland,Florida,Partial Van (LTL Spot Market),27.0,15517.0,1147.67,14.0,USD,2650.0,USD,2250.0,2775.0,2741.0
1514,SHP3228022,5/27/2022,6/8/2022,47905,32206,Indiana,Florida,Partial F/SD (LTL Spot Market),28.0,11600.0,948.36,4.0,USD,2559.0,USD,2340.0,3163.0,3267.0
1515,SHP3226326,5/26/2022,6/8/2022,81507,77015,Colorado,Texas,Partial F/SD (LTL Spot Market),16.0,7500.0,1253.54,1.0,USD,2046.0,USD,1695.0,2877.0,2882.0
1516,SHP3223550,5/26/2022,5/27/2022,92503,33182,California,Florida,Partial Van (LTL Spot Market),15.0,9140.0,2696.77,2.0,USD,3010.0,USD,2600.0,6834.0,6707.0
1517,SHP3221225,5/25/2022,6/3/2022,76137,33147,Texas,Florida,Partial Van (LTL Spot Market),14.01,2185.0,1347.73,5.0,USD,1900.0,USD,1600.0,3444.0,3396.0
1518,SHP3219337,5/25/2022,6/2/2022,29306,78045,South Carolina,Texas,Partial F/SD (LTL Spot Market),21.0,3750.0,1315.65,5.0,USD,2085.0,USD,1700.0,3603.0,3459.0
1519,SHP3217057,5/24/2022,6/9/2022,54729,33182,Wisconsin,Florida,Partial F/SD (LTL Spot Market),16.0,12004.0,1720.5,1.0,USD,2298.0,USD,2550.0,5117.0,4844.0
1520,SHP3214394,5/24/2022,5/31/2022,73446,33182,Oklahoma,Florida,Partial F/SD (LTL Spot Market),13.0,2140.0,1402.81,1.0,USD,2050.0,USD,1500.0,4104.0,4090.0
1521,SHP3204212,5/20/2022,5/20/2022,07801,33122,New Jersey,Florida,Partial Van (LTL Spot Market),28.0,6005.0,1297.33,13.0,USD,2850.0,USD,2275.0,2838.0,2949.0
1522,SHP3194401,5/17/2022,5/19/2022,98444,33166,Washington,Florida,Partial Van (LTL Spot Market),24.0,12200.0,3354.05,12.0,USD,4000.0,USD,3550.0,7384.0,6908.0
1523,SHP3193899,5/17/2022,5/19/2022,47130,33172,Indiana,Florida,Partial Van (LTL Spot Market),20.0,20525.0,1104.17,10.0,USD,2935.0,USD,2200.0,3240.0,3265.0
1524,SHP3193851,5/17/2022,5/20/2022,76574,33182,Texas,Florida,Partial F/SD (LTL Spot Market),28.0,7225.0,1351.16,3.0,USD,3245.0,USD,2650.0,3811.0,3875.0
1525,SHP3193247,5/17/2022,5/23/2022,44622,33178,Ohio,Florida,Partial Van (LTL Spot Market),24.0,3045.0,1160.45,13.0,USD,2010.0,USD,1800.0,3038.0,3073.0
1526,SHP3192572,5/16/2022,6/3/2022,90278,59901,California,Montana,Partial F/SD (LTL Spot Market),16.0,3100.0,1349.06,1.0,USD,2075.0,USD,1900.0,4365.0,4425.0
1527,SHP3188761,5/13/2022,5/27/2022,78045,34997,Texas,Florida,Partial Van (LTL Spot Market),18.0,11467.0,1434.26,6.0,USD,2464.0,USD,2200.0,4079.0,4158.0
1528,SHP3187464,5/13/2022,5/24/2022,26059,33172,West Virginia,Florida,Partial F/SD (LTL Spot Market),23.0,9419.0,1193.19,3.0,USD,200.0,USD,150.0,3700.0,3768.0
1529,SHP3186265,5/12/2022,6/1/2022,53208,33122,Wisconsin,Florida,Partial F/SD (LTL Spot Market),9.0,10990.0,1488.15,1.0,USD,1820.0,USD,1675.0,4296.0,4468.0
1530,SHP3185657,5/12/2022,6/24/2022,68064,33182,Nebraska,Florida,Partial F/SD (LTL Spot Market),28.0,86.0,1691.28,1.0,USD,3973.0,USD,2920.0,5127.0,5030.0
1531,SHP3184601,5/12/2022,5/12/2022,30318,07080,Georgia,New Jersey,Partial F/SD (LTL Spot Market),10.0,2000.0,862.73,1.0,USD,200.0,USD,150.0,3270.0,3408.0
1532,SHP3183346,5/11/2022,5/16/2022,82718,33178,Wyoming,Florida,Partial F/SD (LTL Spot Market),14.0,11160.0,2312.74,2.0,USD,2656.0,USD,2400.0,5354.0,5300.0
1533,SHP3182688,5/11/2022,6/23/2022,52556,33166,Iowa,Florida,Partial Van (LTL Spot Market),0.03,14236.0,1458.2,17.0,USD,4360.0,USD,3700.0,3876.0,3725.0
1534,SHP3182676,5/11/2022,5/12/2022,26187,91750,West Virginia,California,Partial F/SD (LTL Spot Market),10.0,1469.0,2352.57,1.0,USD,500.0,USD,500.0,7017.0,7416.0
1535,SHP3180635,5/10/2022,5/11/2022,77303,46240,Texas,Indiana,Partial F/SD (LTL Spot Market),0.01,20747.0,1009.3,1.0,USD,2500.0,USD,2100.0,3103.0,3177.0
1536,SHP3179826,5/10/2022,5/13/2022,30318,07080,Georgia,New Jersey,Partial F/SD (LTL Spot Market),10.0,2000.0,862.73,1.0,USD,1399.0,USD,1150.0,3273.0,3412.0
1537,SHP3179062,5/10/2022,5/18/2022,03755,33178,New Hampshire,Florida,Partial Van (LTL Spot Market),13.09,5739.0,1552.68,23.0,USD,2950.0,USD,2420.0,3671.0,3632.0
1538,SHP3176639,5/9/2022,5/11/2022,44105,33166,Ohio,Florida,Partial F/SD (LTL Spot Market),19.0,4917.0,1247.69,3.0,USD,2725.0,USD,2200.0,4058.0,4184.0
1539,SHP3173700,5/6/2022,5/9/2022,01220,33126,Massachusetts,Florida,Partial Van (LTL Spot Market),14.0,20850.0,1473.62,8.0,USD,2400.0,USD,2150.0,3337.0,3382.0
1540,SHP3172575,5/6/2022,5/10/2022,11788,33126,New York,Florida,Partial F/SD (LTL Spot Market),14.0,4827.0,1348.03,2.0,USD,2100.0,USD,1700.0,4010.0,4158.0
1541,SHP3171879,5/6/2022,5/9/2022,19530,33178,Pennsylvania,Florida,Partial Van (LTL Spot Market),21.0,12531.0,1222.24,17.0,USD,2450.0,USD,2000.0,2912.0,2879.0
1542,SHP3171556,5/6/2022,5/13/2022,33315,23415,Florida,Virginia,Partial F/SD (LTL Spot Market),5.0,1000.0,1038.02,1.0,USD,1221.0,USD,1018.5,3060.0,3099.0
1543,SHP3170684,5/5/2022,5/6/2022,90262,54880,California,Wisconsin,Partial F/SD (LTL Spot Market),7.9,14330.0,2080.73,1.0,USD,3080.0,USD,2750.0,4945.0,5373.0
1544,SHP3168762,5/5/2022,5/10/2022,84663,33166,Utah,Florida,Partial Van (LTL Spot Market),18.0,18140.0,2543.93,8.0,USD,4250.0,USD,3000.0,5307.0,5091.0
1545,SHP3167088,5/4/2022,5/13/2022,26187,91750,West Virginia,California,Partial F/SD (LTL Spot Market),10.01,2469.0,2352.57,2.0,USD,2000.0,USD,2000.0,7026.0,7423.0
1546,SHP3165538,5/4/2022,5/9/2022,60195,33166,Illinois,Florida,Partial Van (LTL Spot Market),20.0,5781.0,1419.61,11.0,USD,2500.0,USD,2000.0,3302.0,3420.0
